Review,Rating
"worst service imagine, not mind mistreated ignored having beg service__Ç, visit resort__Ç, mind__Ç, don__Ç_©_ think, change rooms times, checked 3:00pm a/c not working room got, woken 2:00am taken flights exhausted just refused change rooms, long wait unpleasant complaints acceded change room 10:00pm, second room dirty footprints floor__Ç, electricity bathroom not room, took husband half hour complaining changed room, day woke morning room completely flooded leak, food good service restaurants terrible not enjoy meal, took hour line enter steak house night hours inside served, not expect enjoy wait no waiters ask drink just forget, not bother complaining no supervisors employees not care don__Ç_é_ waste time, mexican restaurant better service not mean good, better buffets, mixed drinks taste good contain no liquor, tip employees time order drink not add liquor, request time ask drink don__Ç_é_ bother rum bad not drink unless want pay good alcohol just wanted couple mixed drinks ended drinking water, service general bad decided tours day away resort, enjoyed tours beach service ruined vacations, not visit resort nor recommend, plan pleasant vacations,  ",1
"wonderful trip, just came barcelo bavaro beach resort punta cana miss, beaches far best trip, spectacular palm tress lined shore water beautiful turquoise activities busy, prepared bad food no english old delapated rooms sick experienced none, food good lot selection buffet restuarants selection nicer atmosphere especially steak house, staff friendly spoke english comunicate bascis took spanish pocket book did n't use, rooms n't spectacular stay rooms beaches beautiful bavaro strip, rooms clean air conditioned worked, mini fridge stocked daily tipped good got extra, got sick food drinks, ca n't drink tap water plenty bottled water mini fridge bars, took anti diahrea pills prescription cipro forms gastro relief used none, did trip manati park swim dophins awesome prepared make impossible spectators good pictures dolphin swim instead good pictures charge 8 usd picture, shopped little market beach barter market shops carry stuff, hold ground patient vendors, definetly bartering shops hotel gift shops set price usuallly expensive, make sure budget extras not water sports included day half day outings 55+ usd person liked did n't bring extra money booked late activities run certain days week example trip santo domingo fridays wednesdays, hotel takes major credit cards usd dominican pesos, tipped cleaning ladies guy stocked mini fridge dp usd brought small gifts dollar store, better service tip good, make sure ask alcohol drinks want beach bars asume virgin, remember 20usd cash fee leave punta cana airport read reviews went helpful bad ones, great time resonable price none bad reviews true, great trip,  ",4
"great place relax seriously bothered negativity read food thise place, just spent week wife, we'be places jamaica aruba cuba dominican rebublic bahamas 4-5* resorts, paid cdn 1080 week, believe got paid stayed bavaro beach, hotels resort best location.room stayed block 4. clean room, just repainted, bathroom need little refreshing hey clean not going spend time bathroom, beds confortable, ac worked, maid service excellent mini bar refilled, mind place 20+ years old, not new 4-5 years old resorts, tv defective replaced day.beach beautiful beach, km walk, white sand, plenty palm trees shadow, plenty chairs, not snorkling nice little fishes.food read steakhouse just ok food not good, kidding, tenderloin wife rib steaks day lunch strak house, quality good prime cuts meat lover, 9/10, better meat eat friendly usa, best steak house place eaten caribbeans, buffet breakfast diner hotels good offered good selection, 8/10, starve problem, like said lunch day steak house did not try lunch buffet, similar diner, italian restaurant not best ok. 6.5/10, mexican restaurant offers small variety tasty food hot specially asked, ate plenty got sick, pizza places 2 good, italian restaurant crowded, good crust pizzas, people sick time not food combination taking sun days drinking, want bad food, cuba, 5* resort cuba wo n't feed like place.drinks/bars wait served, service excellent want somekind special drink just ask, n't speak spanish, understand rhum vodka juice course 30 people bar asking 4 different drinks wait, not different crowded bar montreal new york language true staff does n't speak english, speak spanish, language country, expect, understand words speaks bit smile best, friendly people, does n't hurt smile, complaining language advice stay home little world, pay 1000 extra person bahamas barbados.shows casino tropicallissimo entertaining wnat vegas type shows, vegas, night shows resorts crew ok. ones people audience skip cuba aruba jamaica place, negative ca n't say bad thing place, warning gon na spend lot time beach bring kind insect repellent sand fleas.overall pleasant stay great temperature 24c evening 30c day nice little breeze, definetely,  ",4
"good booked trip sun wing flight transportation hotel organized, time arrived approx, 35 people trying check, took 3 hours check room nothing special clean, lovely view beach block relately quite, maid cleaned nicely day mini bar alway supply beer water cola, air conditioning safety deposit box worked well.the sun wing rep amanda inefficient indifferent, limited hours resort time, areas resort clean, lots choose buffets food looked inviting actually tasteless, coffee good fresh pineapple marvelous, certainly, personally enjoyed pasta, steak house restaurant good italian restaurant passable.we really did n't experience communication problems, beach beautiful water warm, took country adventure tour real eye opener, mountains wonderful enjoyed finding growing processing sugar cane vanilla cocao coffee, visit school farm house certainly glad canadian, tragic people live, lunch ranch delicious, horses riding pretty rough shape, certainly felt guity mounting ride short, tour suppose include stop cigar museum cigars happened, day trip truck rough, came covered grit, tour guide alberta entertaining.overall enjoyed boyfriend finally time, plan return dr. decide stay resort plan stay palace,  ",3
"ups downs ok good bad ugly, boyfriend decided spring break, not fall drunk irritating frat boy kind spring break just happened going time, left baltimore direct flight punta cana usa 3000 airlines, flight fine, airport grass hut really small, customs took minutes hopped cab went hotel, fyi- crazy drivers, not required licenses, arrived barcelo, really beautiful, landscape, n't beach right away, 5 hotels resort- casino golf caribe beach palace, trolly takes resort nothing far walk, palace known premium, not regular all-inclusive.we booked casino hotel upgraded palace, excited, nice guy worked offered ride golf cart, 1 dollar bills tip, no not required n't cheap, people live complete poverty, dropped palace really dissapointed place swarmed college kids, thinking lumped group asked concierge leaving assured way, early gave bracelets checked luggage went, minor irritation went room key really busy, n't lose patience just flow, room really nice, cold freezing ac, place absolutely gorgeous, perfect beach seen life, reserve chairs available, provide towels brought, did n't stay room, activities going, went kayaking horseback riding, horseback riding hour long, hours, market beach, really great deals n't cocky bargaining skills, make profit, got massages beach, def, reccomend, not professional massages perfect setting, end day used petroleum jelly, kind weird just shower, did n't excursions staying 5 days, beach, mistake putting sunscreen day stay shade trip bottled water booze plenty, absolute complaint resort food, read reviews went little nervous europe survived, days ok second nights violently ill n't point went medical center, course ca n't really, stuck fruit bread rest time no booze, boyfriend minor stomach irritation, thankful brought granola animal crackers, reason n't stay food,  ",3
"nice beach terrible food, sick wife went 3 couples 3/13 3/19, gorgeous weather nice facilities beatiful beach, food restaurants terrible, buffets fly infested ants dining tables.we stayed palace palace restaurants available palace guests, did not matter restaurants equally bad, possible exception steakhouse, chain steakhouse better bavaro beach's..but marginally edible, party got food poisoning eating italian restaurant, careful not drink tap water party literally talked got sick 36 hours ranging mild severe, sick count, best thing say overall experience beat working, but..with nice places 3k better skip resort.ps..a guy work stayed occidental week before..he experience,  ",2
"beautiful beach terrible food sister stayed bavaro beach fall, paid little 4 nights inclusive pleased grounds night club beach absolutely beautiful, food absolutely awful, advertise different restaurants food just different name/sauce poured literally exact bad salad bar, buffet awful food sitting hours flies buzzing, no snack shops pizza place tasted worse frozen, hungry smuggling croissants bar pool morning, end ended eating restaurants palace hotel not included decent, leaving resort not option expensive cab ride didnt know anyway.although did great deal resort awful food ruined trip recommend place, decide prepared bring plenty food snacks plenty imodium,  ",2
"barcelo bavraro casino hotel just returned punta cana/barcelo bavaro casino hotel, beware confirmation travel agent, written confirmation did cheap caribbean didnt matter, told did n't room, traveling day/out country no room, let u use phone travel agency 4.00 u make not, hotel desk rude look right asking sort questions, thankfully cell phone people not international useage finally 2 l/2 hrs, later got cheap caribbean suddenly room, way speaking simlar problems not ones, rooms dated rusted bathrooms ants crawl, setting beautiful overlooking pond golf course birds walking, u not speak spanish look u like u heads, try extra towels extra drinks room impossible, tipped got extra, sheets old worn pillows beds old, native people work resort not personable, look like mad sad just miserable alive, beautiful island settings seen, beauty daily magnificant truly, n't happy u consently feel entering country plane, u mall resort beware charge u, outside market right palace resort experience beware come woodwork sell u goods kinda scarey u n't wittness, positive things share, beach spectular, no bothers u, peaceful restful breeze lots sunshine, fact u choose beach caribe palace visit great, recommend palace hotel, 5 star think not certain staff nicer did n't info, hand staying, charged l5.00 usa cigar buy 6.00. food good not great ok. liked fact u different places, house wine not worth drinking, bring, asking drink absoulte u theirs watered like wine, bring dollars not dollars atm, told u, casino not u dollars told chips, no gives u correct version u 3 trips, beware note says 3 discos, traveled l6yrs girls, desk told casino golf resort just wanted, disco staff, not problem staff not nice people stared daughters felt uncomfortable, stayed l0 mints, left, alot teenagers world wonderful hear different languages, tourists great enjoyed meeting world trip worth beach sun, not punta cana feeling native people, airport taxi ride got taken gift shops desk room service, shame type behavior type people n't influence moods, want place makes feel like vacation place want, did n't feeling warmth, poor people think spending dollars welcome spend come, not smart, good luck thanks chance share,  ",2
"honeymoon wife stayed week august 2001 honeymoon, thought resort nice room clean, perfect view landscaping ocean balcony, food good different restaurants small grill type booths food day night long, local beer good rum restock fridge room day, staff friendly beaches nice relaxing, pool clean everyday type activity going, complaints night 3 morning run toilet bathroom making frequent trips week, n't know ate drank definitely sick, immodium gift shop expensive times sold n't, wife got sick night running joke going week, immodium did care problem great time, just prepared bring just case.my second complaint not really complaint just fact 95 tourists staff n't speak english, nightly entertainment spanish hard enjoy n't understand said, resort definitely geared european tourists american, great time language barrier constantly reminded country, enjoyable time, doubt return want try punta cana wo n't wrong,  ",4
"okay stayed day trip, ok. stayed building thought excellent- near beach close caribe better pool close, paid 500 day weekend including flight nyc, booked trip week priceline cheapest, orbitz n't good.the food better barcelo resorts service restaurants horrible, tried nice leaving tips ignored service meals, stopped leaving tips day, inclusive drinks make things easy snack bar open 12:00 makes things comfortable, friend got sick trip did n't, did n't eat meat think did n't sick- weak stomach tend ill. pool resort awful, say food pretty awful.i recomend staying caribe, beach resort beach caribe better pool, really does n't matter anywhere.the beach gorgeous, wander off- beach huge spot no, amazing experience, walked minutes caribe resort away palace resort- completely secluded enjoyed quiet time swimming just relaxing, walk end busy, wish known sooner.the activities great, guests resort staff did, curb massage people haraassing people- annoying not big deal, rooms okay- mold ca n't healthy blankets torn room, paid did n't care, gross,  ",2
"nothing talk start lets start help need check workers mexico mean ask look like pain tipped not change just strange look say maids great small tip great service bar help worst food not good buffet not open day 3 hour wait closed open unless want hotel store dress beach restaurant no bare feet allowed kind resort ocean not kind burger joint pool not americans resort like place dies 6 pm nothing going best vacation jeep safari day trip worth manati park ok ans oh yes shopping vendors beach not stores resort just let know went store resort kids chips candy bags chips candy bar 18.00 dollars rip american ready hammered just let everybody know just got plane 440 pm today came right home write ps going resort change plans not just did got bye,  ",2
"n't impressed just came barcelo bavaro beach hotel punta cana stayed dec 1-8 pros cons hotel, 25 30 years old hotel n't party party kind hotel n't looking, hotel 5 hotels joined palace princess forgot called beach caribe golf casino visit use services palace premium booked use princess palace.. called, train goes compound n't walk, 15 min wait train.pros cons:1 food good 2 days lots stuff eat lots choices gets really boring 2 days tastes really buffets la carte restaurants annoying certain times eating make sure eat hungry wait 3 hours.. happened, breakfast 7am-9:30am lunch 12pm-3:30 dinner 6:30pm-9:30pm2 30 bugs/misquitoes headboard near bed need look closely baby ones did n't notice 3rd day pretty disgusting pro complained changed ocean view room pressure quite bit, apparently tell right away room n't good shape change, told desk clerk 3rd night told told 1st night ca n't day, excursion morning told pack bags leave desk night, asked spray room said no, not impressed, day desk clerk working did n't know hell talking tell story really pressure change room.. finally said change right away geez.. thank, gave 10 tip stuff new room went downstairs, oh gave bell-boy 2 helping bring suitcases service horrible annoyed look face bring stuff new room, thought resolved faster.3 all-inclusive good drinks free imported ones nice waiter walking beach pool area serve drinks, walk bar it.4 service average, people gave outstanding service ones gave bad service outways good ones, lot grumpy probrably working hotel 12 hours/day.. yep.. looooong hours people.5 gift shop hotel ridiculous, wanted buy bug cream bug bites iches small bottle 13usd.., 200 profit, umm yea.. dont pro just horrible prices not stuff buy, bunch souvenior shops beach casino hotel buy things make sure bargain, important, really marked, guy wanted charge 30 3 magnets, hahaha started laughing told price.6 stand snacks hot dogs pizza, pretty nasty, did n't know screw hot dogs pizza.7 nightly shows kinda boring, night ok pretty similar night night.if n't booked hotel change unless booked premium extra money spare, keeping mind budget time spent 2800.00 canadian 2 7 nights all-inclusive really good price, booked just make best boyfriend did, good trip,  ",3
"past sell date wife returned 6th, visit resort 24th, october, despite having e-mailed hotel head office majorca advising returning 6th, visit requesting beach room allocated room block 5000. room absolutely disgusting rusty bathrooms fittings ceiling missing slime growing cupboard walls.the following day moved beach room, unfortunately returned room evening discovered room no lamps sorted following day television turn middle night not sorted, days repeated complaints reception sub director said upgrade palace hotel good clients, appointed time went reception, told general manager decided not moved paying.at point contacted tour operator immediately arranged bahia principe.while waiting taxi bahia principe general manager asked tour rep happening, explained stayed times past 5 years exploded rage dismissed members staff, extremely shocked intervened told regular occurrence staff just turn normal work day.this hotel used quite outstanding, sits beautiful beach protected coral reef offshore, water crystal clear, grounds huge hotel does not, unfortunately arrived half hotel closed dining options extremely limited, place desperately needs money spent, paintwork furnishing shabby, bar carey evening canapes used served early evening drinks, stopped replaced pool tables sum looking fun place beautiful beach good food not bothered dated clean rooms you.if looking bit luxury star hotel look, hotel not longer 4 star.more like good 2+ star motel.the time visited 2000 hotel just refurbished beautiful sadly tired new general manager does not way management skills.i just hope extensive renovations place soon just return,  ",2
"great place, just got dr stay bavaro beach resort great, pretty picky not like place, stay paid drinks food, little concerned reading comments site food fine no group got sick, people spoke english way problems traveled non-english speaking countries people really need communicate excursion planners desk restaurant staff spoke english, lot guests resort european met quite people u.s. couple tips fly punta cana airport easier drinks weak simply ask alcohol staff willing help shows night massage beach tip staff couple dollars appreciated,  ",5
"loved food difficulty walking usually stay ground floor elevators able private balcony liked, free safe mini bar plus, loved tablecloths breakfast like restaurant, steak house great ate night, resort clean shows good, enjoyed fact able resorts complex eat felt like change, staff friendly helpful, gone inclusive resorts felt resort agreed definitely like return, good work,  ",5
"expected, wife kids ages 12-14-16 just returned resort 31-mar-05 following 14 day stay.the arrival unique airport receipt baggage departure smooth transportation hotel 20 minutes late, check hotel smooth, asked adjoining rooms rooms close, 4 buildings rooms having floors plus penthouse, rooms building closest things want close rooms building furthest away, changed day, want relatively close restaurants pool activity area hotel lobby, buildings room numbers begin 4 4313 room, rooms beginning 1 1221 furthest away, mini train does run past buildings 15 minutes, buildings distance beach, mini train takes golf casino caribe palace resorts restaurant buffet access free drinks palace pay good reason, food good plentiful lots variety somewhat different day, tried restaurants good part.the rooms clean small worked relatively flushing toilets resort airport bit challenge.almost staff excellent helpful, tipped maid dollar chocolates day left dollar chocolates fridge, room cleaned mini fridge stocked, strongly recommend learning spanish language country appreciate attempt.there odd mosquito flying insects live, bring mosquito repellent deet protection, took malaria pills precaution inexpensive no effects noticed.although did not drink tap water nor did brush teeth coffee got montezuma revenge, n't know prevent, bring immodium.the entire resort including buildings restaurants outside areas kept clean.the beach finest grained white sand experienced, gorgeous beach, water beautiful warm pleasant, bring snorkel mask flippers, wo n't regret, coral reef 1/2 mile shore waves break little waves shore, plenty beach chairs palm trees provide shade.we went monster truck tour enjoyed particularly seeing countryside culture, went crazy wheels quad tour enjoyed consider swimming sharks, taken bus 20 minute drive place boarded boat, drinks coconut sandwiches boat ride, got location provided snorkelling equipment belt type life jackets, divided groups experienced swimmers novices, taken coral reef saw beautiful formations lots different varieties fish swam short distance penned area quite large nurse sharks sting rays tuna, awesome swimming, nurse sharks not bite, drinking snacks dancing, way back.there lots daytime activities ranging beach volleyball water polo table tennis shuffleboard badminton bocci baskeball hoop activities animation team create, want billiards mini golf tennis soccer fitness gym activities resorts, nightly usually entertaining audience participation animation team.in enjoyed 14 days not hesitate recommend barcelo bavaro beach resort,  ",4
"nice resort lots careful eat, wife just returned yesterday barcelo bavaro beach resort punta cana, booked minute got great deal did roh run house, means want ended beach resort, actually want resorts, action people resorts came hang-out eat, thought beaches amazing, previous reviews read true, just like brochures travel magazines, clear turquoise water little seaweed, sand like baby powder, best beach gone, lots palm trees great breeze day cool n't hot, lots chairs readily available arrive 1 pm afternoon chairs n't worry, workers rake seaweed garbage daily basis clean, no peddlers beach whatsever nice, did not swim nor hang pool week beach entire time, watersports equipment fine, did read review bashing stuff simply n't true, hardcore watersports bring gear, 10/10 grade area.rooms located beach resort rooms fine, come 2 queen double beds cable tv 40 channels espn movies english coffee maker minibar stocked regularily electronic safe worked perfectly, rooms clean maintained maids did good job cleaning rooms, n't expect lavish rooms marble floors resort does n't rooms nice clean, zero mosquitos room, 8/10 grade area.the resort beautiful maintained groomed, security 24hr complex safety thought, lots families children ripping having great time, overall mix resort people world, people france colombia canada usa italy germany panama just people met, lots couples families singles, say singles, entertainment resorts endless not list, tell liked not waste time, disco great, open 11 til 5am does n't busy til 12. drinks free served quickly, great times, did tennis snorkling casino things fun, went tropicalissimo casino, hour half like quite honest, free book ahead pretty boring 20 minutes, like spanish music listen 2 hours straight, daytime entertainment good staff good job organizing games people ages, thing did not participate amazed actual water polo sport game pool place everyday complete hats numbers nets, not kind thing, 9/10 grade section.the food sigh not sugar coat awful, doing right mid week finally got sick did not eat days runs confined room day half severe sickness, carribean resorts careful food, problem idea got sick ca n't sure wife sick home typing bug ate days did not, buffets choose pay restaurants not good, paid 20 la fuente spanish restaurant casino, no good believe got sick, guy group got sick, buffet restaurants average poor worst serve breakfast 10am, did not make breakfast week, normally 11am cutoff resorts, oh n't think liked saw anyways, plane home heard 2 families gotten sick hospital iv dehydrated runs, make long story short rules abide going eat stay away dairy products seafood salad soups n't sure fine, not drink bottled water try not ice drinks avoid, not kidding food just careful selective alright no guarantees, 1/10 grade area.overall tough final thought loved resort great time paranoid going eat not fun, not portly guy cut 5'10 dude got ta eat n't think food lousy, loved beaches disco people met staff entertainment absolutely toilet spent way time, seriously recommend just extremely careful eating alright, did not mosquitos bug spray not necessary.if anybody questions feel free email happy answer reply quickly, happy travels,  ",3
"awsome girlfriend stayed beach hotel summer.. loved, room good live food good n't high season dined lacarte lunch dinner.. grill leuva words 5 resorts reach free golf alot food awsome water garden resort private beach positive exprience workers club food water place n't miss boys,  ",4
"beautiful just returned 5 night stay beach hotel, experience wonderful, read negative reviews going apprehensive say, grounds beautiful maintained, staff friendly helpful, food good prepared different manner usa, variety food excellent service attentive, drinks kept flowing liquor, rooms nice size lovely balcony, colorful bedspread added decor, negative small towels like rough bathmats bathmats big feet, maid service kept rooms clean in-room frig kept stocked, small tip day appreciated hard working staff, beach hotel active, visited golf casino hotels used facilities, quieter suited age group, action went beach, took jurassic safari excursion great day learning culture dominican people, used hotelbeds transportation airport, convenient, hotelbeds rep nollie gave lots useful information freindly, definately looking forward going resort, recommend great vacation,  ",5
"blast boyfriend went barcelo bravaro hotel dr ball, hotel staff friendly room spic span clean, posts negative aspect hotel complex definitely giving inaccurate information, believe say day different adventure, met darling couple steve samantha enjoyed company, say happy occassional black person starting feel like ones, islands gone favorite,  ",5
"xmas vacation arrived december 19-26 2004. flew toronto canada suppose direct flight discover airport delayed drop passengers puetro plata layover, arrived punta cana trip hotel smooth, check smooth, rooms arrived musty smell room day vanish, complaint beds extremely hard maid service failed bring 4 towel everyday, needed extra towels everyday, fridge stocked sprite coca cola beer water, safe worked great, problems room responed promply, did bug spray sprayed room mesquitos rooms, beach beach absolutely excellent, beach cleaned twice day seen, plently beach chairs no need thing morning reserve chair, water sports excellent condition equipment great, did n't problem wanted ride paddle boats kayaks, plently, walking beach picture perfect able collect small shells water.pool kids enjoyed pool games kids club provided water polo, pool crystal clear cool.grounds grounds decorated lights xmas spirit, grounds clean maintained, did n't alot flowers resort flowered bushed walkways.food food okay managed eat everymeal agreed, no got sick, just selection minimal, liked mexican steakhouse ambar, went night buffet casino food atmosphere nicer.entertainment no problems, great everynight kids mini disco followed variety shows, impressed staff.bars really no problem, wanted alcohol drink ask depending making does not include, casino went night, big slection slot machines alot blackjack tables, nice atmosphere.transportation train goes frequently sections resort, nice ride.shopping best shopping beach water sports complex steakhouse, bargin guy, end complex palace market multitude vendors, beware hound visit area, not good place just browse, leave got, hotel shops wou better bargain beach finally want say return resort, kids great time did n't worry, xmas vacation,  ",4
"return resort just returned resort 12/5/04, 3rd trip dr. return dr ocean village beach resort, worst managed hotel stayed traveled extensively caribbean mexico eurpoe, extremely noisy went rest relax not party worst trained staff resort seen, room changed 4106 loud n't watch tv 5pm 11:15 3103 recommend quiet steps away pool restaurant desk bar, despite central location quiet, beach finally got long walk water area, shuttle beach took 2x, waited 10 min leave 2nd time waited 25 min leave, able lobby waiting looong time decided easier walk, necessary sit extreme left face beach listened non-stop music yelling, location non-stop plethora motor boats, read snorkeling possible right shore, fish n't gone w/in miles beach, smell gasoline beach assume fish water, want comfortable beach lounge chair claim 8am, relagated hard lounger no cushion good luck finding 10am, half staff rude not downright rude disrespectful, half did gracious food ok not terrific ok. expected no biggie, biggest complaint staff no regard guests, chambermaids yell floor floor building building, groundskeepers yelling 7am, bartenders disrespectful, staff members hired entertain n't realize not needs wants entertained 24/7, not impossible remove noise entertainment, tired listening noise motoboats beach beachaholic pool loud constant whistle blowing loud music, not just easier return room quiet politely asking chambermaids stop yelling, resorts stayed easy remove entertainment/noise factor able comfortable lounge chairs beach treated w/respect staff members, ending positive note desk staff wonderful, beach beautiful w/flour type sand, rooms adequate cleaned day, recommdations stay riu iberostar,  ",1
"ok barcelo bavaro beach stayed 3 nights 10sep-13sep, hotel nice, grounds beatiful kept, check good check person friendly helpful, room clean nice no musty odor, refridge stocked day maybe tipping maybe just stock everyday, walls little bunch drunk 20 yr olds pounding doors til 4am, bartenders good understood did n't, n't speak language really bother, thought buffet food bad.. not alot selection food just not good, great hambuger day not finish bite, mexican steak house good mexican little better, ate 2 times places food mexican great times steakhouse good lunch dinner hard wait, outside bar water drinks took awhile wait us..this server poor eyes service places good, maybe having bad night maybe new, really liked pizza lunch.beach beatiful ocean warm, pool fine also.would stay inexpense free,  ",3
"good people good times, just got bavaro beach resort september 5. second dominican vacation just amazing, resort consists smaller resorts connected, access resorts palace 5star, palace offered free drinks highly recommend beach resort beaches beautiful plus inclusive drinks need, staff staff extremely friendly alot spoke minimal english guess really did n't speak spanish half blame, recommend taking little travel dictionary brushing little bit common spanish phrases going, offer spanish lesson everyday 10:30 huge help, dominicans pretty happy ppl, dancing singing, food food pretty expected inclusive resort, recommend taking immodium stomach, thing really enjoyed pizza served day 1am lobster steak house, worked think drinks care, drinks drinks really good really strong, especially enjoyed coco loco caparinha, meet 2 bartenders named marcia lourdes make sure order apple martini, amazing 2 know make plus william beach bar little strong, bring bunch 1 bills, bartenders/waitresses really appreciate tips u plus u better service, activities day pretty consisted gym morning dance lessons noon lying beach drinking, heard ppl complaining animation crew n't providing activites, active advice matters hands maybe check excursions water sports, nightlife shows everyday 10. there__Ç_é_ tropicalisma casino hotel book advance talked went said left halfway, n't dancing/singing times brought tourists basically humiliating things, pretty entertaining audience accidentally volunteered, nightlife 2 discos 1 latin 1 american, supposedly beach discos best resorts, american pretty big music varied reggaeton reggae latin mix little older hiphop, tips bring alot small american bills want tip shop, desk usually gives pesos change exchange rate 34 pesos instead actual 42. going buy souvenirs n't accept 1/3 price really try rip u, prepared think possibly need lotion aloe bugspray, bottle bugspray 30 resort, flea market just outside resort u good deals ppl extremely pushy little scary, it__Ç_é_ worth checking just don__Ç_é_, i__Ç_é 21 went w/my brother 22. lot ppl age resort split time met ppl, pretty good trip, want know just ask bigcitykitty hotmail.com p.s, like shout juan marcia lourdes good ppl good times,  ",4
"terrific week terrific week wife 13 y.o, son buddy week 8/16-8/13, bit overwhelming privileges sister resorts compound.room adequate booked 2nd boys arrival beachfront side-by-side accomodations, bit dated clean whistle comfortable, hint 1 tip cleaning person buck 2. better service soaps, hint 2 couple bucks fridge gets heavily stocked beer pop.pool beautiful clean actually mop pool deck not hose, reserve favorite chair location early placing towel, beach beautiful, believe it.amenities dive shop snorkelling, bars everywhere.food pretty not air conditioned, food o.k. beef terrible think raising cattle not preparation, sandwiches pizza available time, meals good salads great.liquor plenty beer presidente, reminds amstel, pretty good refreshing.security turned boys loose compound problem, family oriented friends england france did n't worry, sister resorts offer various slightly different amenities, contrary read long pants men required couple restaurants walk shorts dinner ok good cause hot definitely return boys want year,  ",4
"great place romantic getaway 2 not good want nightlife, just returned 4 night stay puntacana resort, booked hotwire 79, everyday, 4-star hotel offered 79, actually booked hotel 3 nights needed extend day, desk wanted 250 extend night, checked went business center booked night hotwire 79, rediculous pack things desk room 10 minutes later hotel not willing extend stay 79, loss guess hotwire just took commission.the punta cana airport actually owned resort transportation easy, lots shuttles took party 3 15, minute drive resort, property huge, miles miles miles, buildings hotel-style rooms small beachhouse casitas resort, property large hardly big groups people, spend day secluded beachside hammock not people, rent golf cart 35 day consistently tip bellmen 100 pesos 3 want wo n't problems, needed reception area desk golf cart came pick minutes, employees paid 1500 pesos week 100 peso tip nuch appreciated.the downfall property food situation, hook-up all-inclusive resort rent car did not buy food, no city walk food, choice resort offers im sure expensive, sorry unless bring food forced eat restaurant probably 25 usd plate, walk employee store 5 minute walk reception, snacks bottled water really cheap, tip bellman drive store, n't tell guests going not going deny money there.all just spouse looking hang beach day no place, rooms clean, ask ocean view, awesome sit balcony morning watch ocean, rented kayaks awhile free really fun, 79 night hotel deserved thumbs,  ",4
"punta can'ta resorts hotels visited punta cana resort hotel absolute worst, general approach desk concierge restaurants hotel general disinterest rudeness, simplest exchanges hassle hotel staff attempts provide real customer service food appalling, apparent rudeness stem lack comprehension cases clear lack proper customer service ethic, staff not greet visitors warmly convey sense resent work glad say no possible, told follow nothing happens, fact exorbitant service fee built experience maddening explains little effort deliver service, exceptions notable appreciated did not outweigh frustrating stressful encounters.the resort natural environments beautiful makes great shame experience not positive, not choose return punta cana resort nor recommend hotel,  ",1
"convienient paridise couples atlanta scheduled trip minute based maximum beach time just 4 days vacation hoping average immenities, met expectations didnt break bank, 2 bedroom beach casitas 2 nights closer beautiful beach fun nicely equipped cottages beach, dont like inclusive quality loss food acomidations property nice choice resturants property allowed propety nice resturants area experice culture, jellyfish resturant best, reccomend property just 3 hour flight atlanta 5 minute drive airport think,  ",4
"night stay spent night resort weather conditions toronto en route aruba, considering short notice hotel received regarding arrival deserve kudos efficient handling large not necessarily happy group, check-in uncomplicated bar remained open pizza restaurant, inclusive, building 35 sumbador, room spacious clean immediately cool turning air conditioning, bathroom large clean amenities expect 4*+ property, compaint lack hot water morning.the breakfast buffet included morning, excellent fresh juices fruit smoothies order omelettes, check efficient headed airport continue journey home,  ",4
"inflexible misleading shame hotel beautiful location suffers poor management communication, advertises having 6 7 restaurants choose, arrived foumnd evenings available plus pizza snack place.lost night hurricane dean despite numerous negotiations hotel refused credit not food wasnt taken.orbitz just bad argueing claim hotel, hotel argued claim orbitz.the resort gone drastiacally hill stayed year ago, buffet closed despite advetising availablity option, resort nearly guess just not business buffet open.without boring reader small irritating things wrong marred stay, especially inflexibility restaurant refused serve children ice cream desert despite having available restaurent door 30 feet away, told wasnt carribean food children shame right management right investment place true gem,  ",3
"disappointed tourist aesthetically nice lack attentiveness desk concierge staff annoyed asked questions resort activities, dining options limited food horrible, diet restrictions hotel not, no motor activities limited availability excursions, room not ready ck-in 30min wait, review checkout currency errors, bored single professional, active prostitution hotel lobby, brush spanish staff ignore, truly disappointed,  ",2
"good value just 6 days punta cana resort club, resort not quite nice melia stayed year good value great time hightlights golf course spa superior located 10-15 minutes walk left 3 minute shuttle ride away, pool lovely usually, beach not overcrowded beach chairs pretty easy, ala carte restaurants meal plan surprisingly beautiful food better expected, la yola restaurant comes premium charming delicious place eat, buffet breakfasts cana restaurant terrace ideal, stayed standard room clean cool.not highlight service slow frustrating especially not speak spanish staff friendly tries, par dominican republic, charge drinks including water restaurants add 16 service charge tax check, little night outside evening managed avoid night.tips golf course does not ice cooler cart bring freezer bag room, free bottles water day ask avoid taking fridge charged, nature walk natural springs fish turtles kids enjoy feeling bread breakfast,  ",4
